日期,开盘,最高,最低,收盘,成交量
2020/11/27,138.59,138.89,137.53,138.61,4013890
2020/11/30,138,139.2,136.74,138.87,10877334
2020/12/01,139.16,139.54,138.16,139.37,7113152
2020/12/02,139.37,139.94,137.49,138.36,6782333
2020/12/03,138.09,138.35,135.54,137.34,8419427
2020/12/04,137.21,137.86,135.87,137.47,6535189
2020/12/07,136.61,137.74,136.56,137.68,6662159
2020/12/08,137.02,138.78,136.43,138.05,6430767
2020/12/09,137.83,138.04,136.25,136.41,6693083
2020/12/10,136.52,136.92,135.04,135.51,6782998
2020/12/11,134.46,136.8,134.2,136.51,6537607
2020/12/14,137.02,137.93,135.77,135.85,5876750
2020/12/15,136.39,137.54,136.24,136.65,5323887
2020/12/16,136.71,138.27,136.71,137.27,5103579
2020/12/17,138.01,139.12,137.95,138.25,6951099
2020/12/18,138.26,140.07,137.45,139.04,17731260
2020/12/21,137.96,138.43,136.22,137.52,6662242
2020/12/22,137.29,138.07,136.38,136.55,5014775
2020/12/23,137.39,137.55,136.13,136.34,5871904
2020/12/24,136.2,138.13,136.2,137.72,2588165
2020/12/28,138.15,139.39,137.95,138.68,3683567
2020/12/29,139.22,139.94,138.2,138.42,5132507
2020/12/30,138.6,138.92,137.55,137.77,3114692
2020/12/31,138.31,139.29,137.39,139.14,3976637
2021/01/04,139.66,139.86,136.35,137.82,8321341
2021/01/05,137.99,138.92,136.27,138.7,6745353
2021/01/06,138.77,141.04,138.6,140.16,10036523
2021/01/07,139.75,140.13,138.04,138.85,7192450
2021/01/08,138.47,139.06,137,138.79,7378032
2021/01/11,138.75,139.44,137.6,137.85,5685737
2021/01/12,137.85,138.25,136.24,137.05,6327610
2021/01/13,137.1,138.07,137.1,137.26,6048044
2021/01/14,137.43,137.65,135.28,135.8,6144272
2021/01/15,135.25,136.2,134.66,134.78,7714741
2021/01/19,135.7,136.36,133.56,133.6,9127084
2021/01/20,132.53,133.8,131.26,131.93,12454248
2021/01/21,130.65,131.99,130.51,131.01,8720958
2021/01/22,131.02,131.47,129.99,130,7185637
2021/01/25,129.95,133,129.9,132.24,9376794
2021/01/26,132.25,133.47,131.43,133.09,5974422
2021/01/27,132.39,133.1,127.7,128.38,10517786
2021/01/28,127.84,131.65,127.44,130.36,8010984
2021/01/29,130.19,130.29,128.07,128.21,8332832
2021/02/01,129,129.66,128.2,128.97,6035965
2021/02/02,129.6,130.72,128.69,128.79,6792003
2021/02/03,128.95,129.2,127.75,128.95,7285205
2021/02/04,129.38,129.46,128.58,129.03,6604405
2021/02/05,129.12,130.1,129.03,129.57,4946824
2021/02/08,129.93,130.1,128.11,129.17,6978090
2021/02/09,129.46,129.94,128.23,128.67,5909163
2021/02/10,128.75,129.16,127.96,128.22,8397257
2021/02/11,128.54,129.33,128.21,128.33,6134069
2021/02/12,128,128.13,126.58,127.62,8401432
2021/02/16,127.97,128.17,126.99,127.92,7897167
2021/02/17,127.19,129.49,127.11,128.46,8835778
2021/02/18,127.81,129.85,127.59,129.53,6902855
2021/02/19,129.35,129.44,127.02,127.12,8211713
2021/02/22,126.79,127.24,126.38,126.58,6839842
2021/02/23,127.78,129.93,127.19,127.52,10134355
2021/02/24,127.35,128.24,126.91,127.66,7179088
2021/02/25,127.49,128.99,126.29,126.58,7762925
2021/02/26,126.54,126.93,121.82,123.53,17630140
2021/03/01,124.16,125.49,124,124.29,7687168
2021/03/02,123.87,124.86,123.43,123.9,10087997
2021/03/03,123.77,124.2,122.79,123.16,7518349
2021/03/04,123.1,124.77,121.54,122.15,9588281
2021/03/05,122.76,126.33,122.55,125.98,10370882
2021/03/08,125.76,128.9,125.32,127.31,9214338
2021/03/09,127.65,128.92,126.06,126.18,8742882
2021/03/10,126.15,128.42,125.47,127.34,8914263
2021/03/11,127.13,127.85,126.72,126.91,6896273
2021/03/12,127.65,128.82,127.65,128.14,6489787
2021/03/15,128.39,129.04,127.19,128.56,7122223
2021/03/16,128.51,129.98,128.51,128.94,6417039
2021/03/17,129.11,129.84,128.35,128.42,6178697
2021/03/18,128.21,129.04,127.04,128.7,6835108
2021/03/19,129.1,129.74,127.9,128.01,18539828
2021/03/22,128.01,130.89,128.01,130.18,7652400
2021/03/23,130.41,133.29,129.99,132.6,9490455
2021/03/24,130.94,133.14,130.62,132.56,8086777
2021/03/25,133.09,133.62,132.05,133.48,7513143
2021/03/26,133.22,135.61,132.48,135.45,10810921
2021/03/29,135,137.6,135,137.57,11098136
2021/03/30,136.61,137,135.14,135.45,8023724
2021/03/31,135.68,136.75,135.26,135.43,9191291
2021/04/01,135.05,135.48,133.33,134.28,8952416
2021/04/05,134.96,137.25,134.73,136.45,8167715
2021/04/06,136,137.02,135.64,136.5,6088649
2021/04/07,137.12,137.33,136.25,136.74,8153366
2021/04/08,136.9,137.63,136.59,137.26,6159672
2021/04/09,136.51,137.27,135.56,136.37,5852397
2021/04/12,136.5,137.04,135.71,136.92,6352069
2021/04/13,136.02,136.39,134.84,135.11,8697503
2021/04/14,135.52,135.79,134.58,135.6,7517577
2021/04/15,135.97,137.76,135.87,137.24,7942845
2021/04/16,137.61,137.9,136.88,137.25,7598554
2021/04/19,136.94,137.08,135.39,136.61,9073949
2021/04/20,134.84,138.59,133.53,137.75,10037815
2021/04/21,137.89,138.57,136.6,136.85,8448401
2021/04/22,135.37,135.79,134.06,134.63,7312508
2021/04/23,134.93,135.08,133.25,133.94,6704643
2021/04/26,133.49,133.76,131.17,131.26,9797797
2021/04/27,131.24,131.89,130.29,131.18,8149292
2021/04/28,131.71,131.85,130.88,131.4,6255659
2021/04/29,131.31,132.99,131.31,132.51,6779134
2021/04/30,132.75,133.67,132.26,133.42,9175014
2021/05/03,134.03,135.68,134.03,135,7939089
2021/05/04,134.98,135.83,134.21,134.54,9605586
2021/05/05,134.37,134.47,133.37,133.46,5667030
2021/05/06,134.01,135.37,133.92,135.14,9595833
2021/05/07,135.08,136.03,134.76,135.15,5861650
2021/05/10,135.89,138.42,135.69,137.67,8838389
2021/05/11,138.49,138.79,136.47,136.99,10963613
2021/05/12,136.49,137,135.49,135.54,8650596
2021/05/13,135.89,138.53,135.39,137.72,8743750
2021/05/14,137.67,139.1,137.67,138.01,5919636
2021/05/17,137.97,139.07,137.61,137.73,7673409
2021/05/18,136.46,137.83,136.15,136.32,8464073
2021/05/19,136.06,136.83,135.59,136.6,9739751
2021/05/20,136.79,138.71,136.72,138,8660647
2021/05/21,138.2,138.94,137.78,138,9985365
2021/05/24,138,138.8,137.73,137.96,6549559
2021/05/25,138.05,138.48,136.75,138.43,7835153
2021/05/26,138.79,138.86,137.87,138.12,8091428
2021/05/27,138.12,138.28,134.66,134.98,32711312
2021/05/28,135.15,136.13,134.64,134.85,10218121
2021/06/01,135.79,136,132.48,132.88,9639290
2021/06/02,133,133.63,132.52,133.46,8090766
2021/06/03,133.23,135.91,133.2,135.85,11210309
2021/06/04,135.7,136.62,135.4,135.95,6880028
2021/06/07,136.36,136.84,135.68,136.42,8379620
2021/06/08,136.68,136.75,134.75,134.84,6891796
2021/06/09,135.55,136.44,134.74,134.79,6193757
2021/06/10,135.02,136.35,134.62,135.79,6499044
2021/06/11,135.75,135.87,133.9,134.86,10563565
2021/06/14,134.98,135.03,133.96,134.91,6284491
2021/06/15,135.2,135.64,134.55,134.65,5463603
2021/06/16,135.18,135.58,132.65,132.78,8930309
2021/06/17,132.82,134.16,132.65,133.99,7817090
2021/06/18,133.34,133.35,131.94,132.03,12948116
2021/06/21,132.69,133.26,132.4,133.07,7221651
2021/06/22,133.04,134.02,132.88,133.12,6449326
2021/06/23,132.95,133.36,132.32,132.93,5771453
2021/06/24,132.95,133.31,132.7,133.02,6009473
2021/06/25,133.26,135.54,132.95,134.92,22385160
2021/06/28,134.9,136.16,134.76,135.32,6042099
2021/06/29,135.51,135.83,133.82,134.4,5775862
2021/06/30,134.58,135.29,134.29,134.93,5773794
2021/07/01,135.43,136.14,134.92,135.24,5887308
2021/07/02,135.6,136.64,135.42,135.9,5561642
2021/07/06,135.52,136.3,135.36,135.98,6263065
2021/07/07,136.03,137.59,136.03,137,5497378
2021/07/08,136.99,137.4,135.89,136.98,7563363
2021/07/09,137.24,137.65,136.84,137.03,5736879
2021/07/12,136.9,137.47,136.43,137.14,5932433
2021/07/13,136.39,137.57,136.39,136.97,5478366
2021/07/14,137.01,138.23,136.37,137.98,5550199
2021/07/15,138.01,139.26,137.7,139.16,7340226
2021/07/16,139.3,140.78,139.11,140.51,9228821
2021/07/19,140.32,141.87,138.81,140.44,9324680
2021/07/20,140.44,141.98,139.64,139.69,8112579
2021/07/21,139.95,140.2,138.99,139.2,6667122
2021/07/22,137.29,138.33,136.71,137.8,5786908
2021/07/23,137.48,139.98,137.08,139.79,7872004
2021/07/26,139.62,140.82,139.22,140.28,5811575
2021/07/27,140.15,141.62,140,140.85,7053269
2021/07/28,140.67,140.67,138.71,138.76,8493104
2021/07/29,139.76,140.18,138.73,139.48,5413136
2021/07/30,142,144.54,141.55,142.23,14363749
2021/08/02,141.77,142.43,140.8,141.88,6824340
2021/08/03,141.86,144.21,141.52,143.95,8454819
2021/08/04,143.04,144.09,142.35,142.43,6626463
2021/08/05,143.35,143.55,141.47,142.5,5189546
2021/08/06,143.03,143.12,141.22,141.41,6015825
2021/08/09,141.95,142.59,141.7,142.18,4742298
2021/08/10,141.91,142.51,141.66,142.27,5250201
2021/08/11,142.74,143.24,142.47,142.62,4203979
2021/08/12,143.15,143.15,142.35,142.95,4622914
2021/08/13,142.95,143.99,142.69,143.64,4883896
2021/08/16,143.67,144.69,143.38,144.64,5551674
2021/08/17,144.4,145.6,143.89,144.88,7414466
2021/08/18,144.7,144.88,143.18,143.3,6259621
2021/08/19,143.16,145.28,143.16,144.99,5753077
2021/08/20,145.25,145.98,144.78,145.09,5013601
2021/08/23,145.49,145.49,143.84,144.35,293895
2021/08/24,144.01,144.15,142.98,143.18,4547688
2021/08/25,143.07,143.13,142.25,142.67,3829577
2021/08/26,142.56,142.71,141.47,142.42,4734380
2021/08/27,142.42,142.73,141.66,142.33,360045
2021/08/30,142.6,142.99,142.05,142.93,3841790
2021/08/31,143.04,143.53,142.05,142.39,9178060
2021/09/01,142.33,144.19,142.23,143.84,5841473
2021/09/02,143.97,144.73,143.58,143.95,5194541
2021/09/03,143.76,144.37,143.52,144.05,5270524
2021/09/07,144.32,144.5,143.29,143.51,6415840
2021/09/08,143.08,144.94,143.01,144.6,6759463
2021/09/09,144.57,144.88,143.65,143.99,5807390
2021/09/10,144.06,144.46,143.32,144.13,5693823
2021/09/13,144.85,147.23,144.85,145.68,9665332
2021/09/14,146.13,146.36,144.95,145.43,5639786
2021/09/15,145.35,145.77,144.74,145.12,6223882
2021/09/16,144.84,145.19,142.82,144.11,5933518
2021/09/17,144.37,146.28,144.23,144.34,16622918
2021/09/20,144.22,144.85,141.97,142.89,9855977
2021/09/21,142.98,144.53,142.88,143.11,6525384
2021/09/22,143.82,144.35,142.86,143.6,5519828
2021/09/23,144.06,144.69,143.49,144.19,5151412
2021/09/24,143.8,144.45,143.09,143.55,4991858
2021/09/27,143.15,143.17,141.52,141.66,5520002
2021/09/28,141.65,141.69,139.56,140.64,425913
2021/09/29,140.27,142.68,140.18,142.02,5252989
2021/09/30,142.64,142.74,139.53,139.8,6924764
2021/10/01,139.93,140.23,138.32,139.58,5540610
2021/10/04,139.39,140.4,137.6,138.79,5734376
2021/10/05,138.8,140.52,138.72,139.33,6659224
2021/10/06,138.99,141.26,138.62,141.19,5311017
2021/10/07,141.75,143.03,141.75,142.32,5331635
2021/10/08,142.29,142.62,141.04,141.73,6131198
2021/10/11,142.37,142.77,141.77,142.32,4909050
2021/10/12,142.6,143.04,141.7,142.11,6344471
2021/10/13,142.4,142.76,141.03,142.44,5478696
2021/10/14,142.83,144.31,142.81,144.05,6576315
2021/10/15,144.52,144.87,143.68,144.42,6916901
2021/10/18,143.55,143.7,142.1,142.34,8928200
2021/10/19,142.04,142.19,138.9,140.66,573831
2021/10/20,140.15,141.96,139.85,141.21,7345011
2021/10/21,140.86,141.16,139.18,139.33,6516013
2021/10/22,139.39,141.01,139.32,140.83,5153182
2021/10/25,140.41,140.92,139.05,140.85,5363332
2021/10/26,141.62,143.18,141.24,142.85,6213242
2021/10/27,143.14,143.68,141.69,141.83,9640690
2021/10/28,141.89,142.88,141.71,142.68,4522675
2021/10/29,142.16,143.48,142.02,142.99,5796895
2021/11/01,143.36,143.8,142.49,142.64,4900238
2021/11/02,142.72,144.58,142.28,144.06,9926364
2021/11/03,144.24,145.1,143.54,145.07,488152
2021/11/04,142.84,145.39,142.34,145.32,6371941
2021/11/05,145.44,146.37,144.8,146.04,5666456
2021/11/08,145.5,146.1,144.02,144.95,5633442
2021/11/09,145.03,145.83,144.58,145.39,4627694
2021/11/10,145.74,147.31,145.59,146.82,7320745
2021/11/11,146.86,146.97,146.21,146.4,3658611
2021/11/12,146.74,147.08,145.98,146.56,5645319
2021/11/15,147.03,147.75,146.47,147.4,5270557
2021/11/16,147.39,148.59,147.01,147.19,7037735
2021/11/17,146.97,147.78,146.42,147.1,4585668
2021/11/18,147.04,148.08,146.51,147.12,5500216
2021/11/19,147.95,148.23,146.79,146.82,5271322
2021/11/22,146.97,148.94,146.83,147.8,6067182
2021/11/23,147.83,149.5,147.67,149.44,7858623
2021/11/24,148.77,148.88,147.68,148.66,5662012
2021/11/26,148.58,149.72,147.31,147.47,6299571
2021/11/29,147.79,149.66,146.79,149.02,6984771
2021/11/30,147.81,148.54,144.12,144.58,11378270
2021/12/01,144.85,147.87,144.85,146.4,8222324
2021/12/02,147.01,148.46,146.94,147.26,9217857
2021/12/03,148.02,150,147.66,149.88,10886165
2021/12/06,150.19,152.39,150.19,152.15,11661741
2021/12/07,151.95,152.58,151.27,151.75,7263523
2021/12/08,151.67,152.66,150.28,152.43,8181619
2021/12/09,152.31,154.19,151.6,153.32,7979532
2021/12/10,153.85,155.8,153.43,155.46,6875595
2021/12/13,155.3,158.33,154.91,157.67,8928520
2021/12/14,157.9,158.63,156.66,158.25,8338276
2021/12/15,157.64,159.64,157.64,158.86,8891216
2021/12/16,158.73,161.32,158.42,161.11,10520594
2021/12/17,160.66,161.72,157.31,157.46,23558492
2021/12/20,156.6,158.46,156.57,157.86,8938177
2021/12/21,157.65,158.15,156.79,157.76,6667921
2021/12/22,157.77,159.58,157.27,159.32,6501242
2021/12/23,159.5,160.92,159.44,160.1,5598961
2021/12/27,160.67,161.99,160.61,161.97,4535804
2021/12/28,161.96,163.38,161.94,162.84,5339595
2021/12/29,163.21,164.98,163.08,164.19,5236267
2021/12/30,164.4,164.59,162.61,162.77,5909498
2021/12/31,162.86,163.73,162.46,163.58,5311503
2022/01/03,161.69,162.94,159.88,162.9,9171473
2022/01/04,162.29,164.39,162.18,163.47,9242884
2022/01/05,163.44,165.32,163.4,164.21,9320409
2022/01/06,164.34,165.2,162.61,162.83,7546231
2022/01/07,163.13,163.53,161.95,162.74,6055511
2022/01/10,162.51,163.12,160.17,160.52,7927397
2022/01/11,160.22,160.22,156.91,158.66,11085914
2022/01/12,158.26,159.36,157.83,159.01,7100263
2022/01/13,159.31,159.45,157.78,158.29,6534355
2022/01/14,158.07,160.49,157.56,159.81,9675875
2022/01/18,158.53,158.53,156.04,156.73,10934299
2022/01/19,157.61,164.19,156.97,162,13959805
2022/01/20,160.12,164.33,160.12,162,10762014
2022/01/21,163,165.35,162.1,162.62,10897020
2022/01/24,163.43,164.12,158.72,161.3,14537498
2022/01/25,160.45,161.3,157.89,159.54,9348640
2022/01/26,157.34,159.57,156.38,158.15,10626754
2022/01/27,158.73,161.35,158.58,159.13,8459579
2022/01/28,158.61,160.95,157.32,160.5,9369497
2022/01/31,159.35,160.65,158.87,160.45,8677051
2022/02/01,160.79,161.3,157.73,159.74,6177942
2022/02/02,160.14,162.84,159.47,162.6,7354070
2022/02/03,161.98,164.98,161.62,164.14,10076233
2022/02/04,163.13,164.49,161.41,161.53,7499200
2022/02/07,161.87,162.26,159.67,160.32,6373798
2022/02/08,161.12,161.27,159.65,159.96,4778838
2022/02/09,160.36,160.64,159.27,159.6,5878196
2022/02/10,159.09,159.5,156.65,157.17,6618029
2022/02/11,158.01,158.58,155.58,156.29,9248283
2022/02/14,156.14,157.06,153.36,156.74,9403869
2022/02/15,157.77,159.32,156.11,156.82,6351100
2022/02/16,156.83,158.78,156.27,158.01,8026789
2022/02/17,158.38,160.38,157.35,159.82,7641909
2022/02/18,159.5,161.06,158.82,159.9,8000203
2022/02/22,160.11,160.88,156.66,157.93,7891928
2022/02/23,158.3,158.6,155.6,155.96,6134276
2022/02/24,155.64,155.98,150.56,151.76,12954898
2022/02/25,152.33,158.94,152.25,158.24,8888797
2022/02/28,156.29,157.19,153.82,155.89,8011329
2022/03/01,154.31,155.4,152.34,153.31,8110829
2022/03/02,152.96,155.08,152.6,153.79,5718057
2022/03/03,153.77,155.86,153.77,154.36,7199873
2022/03/04,153.12,155.35,152.55,155.14,8549715
2022/03/07,154.49,154.52,151.14,152.84,8208415
2022/03/08,152.18,152.95,146.58,146.79,9428124
2022/03/09,148.83,150.47,147.81,148.77,7041025
2022/03/10,147.8,148.28,143.94,144.94,9162969
2022/03/11,145.4,146.16,143.03,143.22,7034388
2022/03/14,144.45,146.04,143.35,145.05,7725861
2022/03/15,147.01,150.54,146.89,150.27,9611920
2022/03/16,150.63,151.79,148.04,149.76,6888625
2022/03/17,149.99,150.47,148.5,150.23,5780820
2022/03/18,150.87,150.87,148.24,150.15,15293589
2022/03/21,150.44,151.42,149.24,150.72,6932117
2022/03/22,153.43,153.6,150.52,151.88,7192054
2022/03/23,152.2,153.01,150.69,150.82,5242644
2022/03/24,150.89,151.56,150.16,151.08,4183889
2022/03/25,151.63,153.92,151.51,152.83,5024358
2022/03/28,153.64,153.9,152.63,153.88,4199483
2022/03/29,155.37,156.47,154.02,155.46,5501368
2022/03/30,152.5,154.43,151.94,154.39,5759897
2022/03/31,154.1,154.34,152.4,152.8,7517840
2022/04/01,153.52,155.46,152.06,155.09,5698786
2022/04/04,153.81,154.35,151.26,154.08,5983115
2022/04/05,153.61,157.37,153.54,154.62,7637867
2022/04/06,154.42,157.29,153.94,156.83,8843186
2022/04/07,157.87,159.39,156.97,158.86,6832930
2022/04/08,159.5,160.52,158.96,159.79,311717
2022/04/11,159.95,161.21,158.63,159.49,5802344
2022/04/12,159.31,160.63,158.7,159.01,5368179
2022/04/13,159.08,160.41,158.71,159.46,4126953
2022/04/14,159.98,160.3,158.45,158.57,7772351
2022/04/18,158.48,158.98,156.53,157.06,6002757
2022/04/19,156.77,160.03,156.3,159.41,7870764
2022/04/20,160.5,164.48,160,163.65,10000241
2022/04/21,163.82,164.9,162.43,162.61,9336564
2022/04/22,163.24,163.52,160.91,161.25,9334371
2022/04/25,161.7,163.29,159.8,162.55,6955036
2022/04/26,162.68,163.64,159.75,159.79,7746603
2022/04/27,160.21,161.45,159.11,159.36,6246766
2022/04/28,160.54,163.71,159.27,163.41,9215677
2022/04/29,162.47,162.95,160.2,160.55,10331518
2022/05/02,161.6,162,156.19,158.38,10166883
2022/05/03,158.22,158.99,155.01,156.21,10054619
2022/05/04,155.83,157.55,155.15,157.36,7750538
2022/05/05,156.3,157.29,153.14,154.46,8179976
2022/05/06,154.77,156.24,153.87,156,6158619
